0,1,-8.66682,5.05361,-13.3795,-2.34237,0.0476696
0,1,-7.78789,2.85085,-13.6993,0.0931192,0.0266521
0,1,-5.66519,3.24287,-12.0152,-2.498,0.347015
0,1,-5.65339,3.2634,-11.9982,-2.51453,0.350642
0,1,-5.6564,3.25818,-12.0015,-2.51148,0.349719
0,1,-5.66106,3.25009,-12.0116,-2.50246,0.34829
0,1,-5.65218,3.26551,-12.0028,-2.5197,0.351016
0,1,-5.65424,3.26194,-12.0064,-2.51758,0.350384
0,1,-6.40737,1.24751,-12.9289,-0.545233,0.0194156
0,1,-6.39513,1.30879,-12.8713,-0.604332,0.0289878
0,1,-6.38276,1.36784,-12.8472,-0.663136,0.0382305
0,1,-6.39322,1.31808,-12.8182,-0.603608,0.0304407
0,1,-6.38514,1.35668,-12.8377,-0.647354,0.0364837
0,1,-6.43259,1.11016,-13.3652,-0.419497,-0.00197821
0,1,-6.41399,1.213,-13.945,-0.588428,0.0140322
0,1,-5.12955,2.42195,-11.4694,-1.83737,0.232835
0,1,-5.06786,2.54851,-11.4315,-1.93169,0.257656
0,1,-5.07022,2.54383,-11.4345,-1.92835,0.256733
0,1,-5.07385,2.53658,-11.4437,-1.91843,0.255304
0,1,6.4851,1.5044,-11.4365,-1.93642,0.25803
0,1,-5.06852,2.5472,-11.4399,-1.93397,0.257398
0,1,-5.62118,0.761901,-12.1753,0.115519,-0.0735706
0,1,-5.61363,0.815672,-12.1235,0.0513262,-0.0639984
0,1,-5.60585,0.867522,-12.1049,-0.00946849,-0.0547557
0,1,-5.61244,0.823828,-12.0705,0.0471161,-0.0625455
0,1,6.46763,1.53535,-12.094,0.00536775,-0.0565025
0,1,-5.63619,0.641477,-12.5981,0.281224,-0.0949644
0,1,-5.6252,0.731629,-13.191,0.166853,-0.078954
0,1,-3.56618,3.01638,-9.74714,-2.87707,0.436502
0,1,-4.34928,1.70292,-10.8334,-1.00827,0.107628
0,1,-3.33303,5.37621,-10.7678,3.85966,0.0664477
0,1,8.35639,7.10875,-11.1455,-2.8987,0.11782
0,1,9.42279,1.87513,-10.9064,-2.51073,0.0957784
0,2,6.4883,1.5398,-7.15237,1.6603,-0.672937
0,2,6.48035,1.53945,-7.73364,6.02702,-1.12209
0,2,6.43743,1.53127,-7.18782,2.02229,-0.709992
0,2,6.46763,1.53535,-7.17022,2.10004,-0.712977
0,2,2.36934,-0.945224,-3.69466,3.04936,-1.23429
0,2,2.38997,-0.891795,-3.96562,4.1246,-1.25674
0,2,-0.157178,-1.96819,-7.49252,0.21327,-0.519048
0,2,-0.198854,-1.96441,-7.52815,0.142151,-0.497854
0,2,-0.205977,-1.96368,-7.52926,0.118489,-0.494227
0,2,-0.204164,-1.96387,-7.52918,0.122985,-0.49515
0,2,-0.206711,-1.9636,-7.53614,0.118448,-0.493853
0,2,1.59915e+181,8.28933e+180,-7.53695,0.122555,-0.494485
0,2,0.443813,-1.92392,-6.67429,2.12183,-0.825453
0,2,0.425377,-1.92809,-6.68025,2.03952,-0.815881
0,2,0.407539,-1.93193,-6.70818,1.9824,-0.806638
0,2,0.422575,-1.9287,-6.64445,2.00028,-0.814428
0,2,0.410913,-1.93122,-6.6901,1.98581,-0.808385
