0,176.910000,/tb3_0,/tb3_2,11.0887,1.82906,-2.98341,0.347366,-0.842695,1.41935,3.11899,0.0576948
1,182.670000,/tb3_0,/tb3_2,11.6993,0.681626,-6.84916,1.48418,-0.644021,1.13772,1.58361,0.140979
2,187.850000,/tb3_0,/tb3_2,11.139,-2.04681,-3.56856,5.11232,-0.831368,1.07955,4.17975,0.0463682
3,187.910000,/tb3_0,/tb3_2,10.0385,1.60769,-6.18758,0.904181,-0.718919,1.2,0.410774,0.0660813
4,197.360000,/tb3_0,/tb3_2,10.0258,1.75883,-6.15422,0.980286,-0.741853,1.15183,0.26978,0.0431473
5,197.730000,/tb3_0,/tb3_2,4.95352,-0.82963,-5.14446,2.44182,-0.915031,1.04046,0.252089,0.130031
6,202.310000,/tb3_0,/tb3_2,9.44403,2.06932,-7.66524,4.28963,-0.842558,1.01064,3.16504,0.0575578
7,242.640000,/tb3_0,/tb3_2,4.37465,1.62929,-5.61346,2.14333,-0.777018,1.2844,1.09172,0.00798236
8,242.670000,/tb3_0,/tb3_2,4.58627,1.92068,-5.64057,2.75373,-0.927157,1.10169,0.903851,0.142157
9,247.550000,/tb3_0,/tb3_2,2.45121,2.30331,-4.03646,0.672898,-1.17297,1.25,2.59144,0.387968
10,247.560000,/tb3_0,/tb3_2,4.45462,1.89572,-5.07743,1.85734,-0.95755,1.30769,0.715479,0.17255
11,252.560000,/tb3_0,/tb3_2,5.6818,0.578266,-5.28781,1.9033,-0.696192,1.30682,1.58775,0.0888085
12,267.580000,/tb3_0,/tb3_2,4.82036,1.76427,-5.82049,0.383206,-0.600609,1.07784,0.655829,0.184391
13,267.610000,/tb3_0,/tb3_2,4.89079,1.89913,-5.65804,1.20667,-0.780558,1.63498,0.509998,0.00444213
14,272.770000,/tb3_0,/tb3_2,4.0564,2.82809,-6.67999,-0.0293843,-0.590419,1.34694,0.544141,0.194581
15,272.800000,/tb3_0,/tb3_2,3.99119,2.99985,-6.68843,0.694916,-0.771704,1.30769,0.708211,0.0132957
16,312.610000,/tb3_0,/tb3_2,2.79957,3.57394,-4.84073,1.75056,-0.725376,1.48289,1.49525,0.0596235
17,312.650000,/tb3_0,/tb3_2,3.61226,3.07511,-5.11837,2.63545,-0.719577,1.25475,2.0049,0.0654225
18,312.680000,/tb3_0,/tb3_2,2.73493,6.15219,-6.63017,0.0772191,-0.773613,1.22715,1.20065,0.0113873
19,317.670000,/tb3_0,/tb3_2,3.66073,1.98286,-3.34798,3.05028,-0.79939,1.23506,3.29742,0.0143902
20,317.700000,/tb3_0,/tb3_2,4.50805,1.39776,-3.5221,4.06035,-0.798109,1.47826,3.8007,0.0131092
21,317.730000,/tb3_0,/tb3_2,4.33754,4.67625,-5.74945,1.6089,-0.791716,2.30616,0.524071,0.0067159
22,344.320000,/tb3_0,/tb3_2,12.7668,6.49448,-7.38337,-9.96829,0.497771,1.15607,8.39774,1.28277
23,344.400000,/tb3_0,/tb3_2,13.2143,1.21269,-5.76841,-9.73413,0.967242,1.08247,9.66159,1.75224
24,348.010000,/tb3_0,/tb3_2,3.96587,3.93714,-5.8083,2.21933,-0.727918,1.46104,1.34214,0.0570817
25,353.500000,/tb3_0,/tb3_2,2.61392,4.57909,-6.51377,1.38247,-0.729097,1.0219,0.611755,0.0559032
